"","Group.1","X","Y","AppliedRate","SWATHWIDTH","DISTANCE","Heading","ControlRate","TargetRate","Elevation","Variety"
"20","2018-05-20T18:50:29.198Z",-97.6012927382113,44.0879333349713,24026.18657979,2.5,7.6827645,178.77132813,25999.97822198,25997.0056575,1512.14492117,"4296 VT2P"
"21","2018-05-20T18:50:30.200Z",-97.601289786715,44.0879123657334,24680.4283680767,2.5,7.7483813,179.70132813,25999.97822198,25997.0056575,1512.10883193,"4296 VT2P"
"22","2018-05-20T18:50:31.200Z",-97.6012893925821,44.0878909924018,25369.7429120267,2.5,7.81399809,179.52132813,25999.97822198,25997.0056575,1511.91854322,"4296 VT2P"
"23","2018-05-20T18:50:32.199Z",-97.601291239404,44.0878699888441,25538.3619296267,2.5,7.7155729,179.35132813,26500.0347805733,26497.4669017367,1511.78402878,"4296 VT2P"
"24","2018-05-20T18:50:33.199Z",-97.6012886370442,44.0878511473388,26456.9983375133,2.5,6.99378812,180.26132813,26500.0347805733,26497.4669017367,1511.85292642,"4296 VT2P"
"25","2018-05-20T18:50:34.199Z",-97.6012875588227,44.0878289000859,26533.8886095367,2.5,8.10927369,180.52132813,26500.0347805733,26497.4669017367,1511.88245398,"4296 VT2P"
"26","2018-05-20T18:50:35.199Z",-97.6012881186606,44.0878079573045,26520.3990881267,2.5,7.6499561,180.13132813,26500.0347805733,26497.4669017367,1512.07274269,"4296 VT2P"
"27","2018-05-20T18:50:36.199Z",-97.6012879640452,44.087787047339,26466.4410024933,2.5,7.6827645,180.26132813,26500.0347805733,26497.4669017367,1512.07274269,"4296 VT2P"
"28","2018-05-20T18:50:37.199Z",-97.6012885870895,44.0877658179103,26625.61735511,2.5,7.7483813,180.04132813,26500.0347805733,26497.4669017367,1512.08586605,"4296 VT2P"
"29","2018-05-20T18:50:38.199Z",-97.6012882890422,44.0877453048456,26612.1278337033,2.5,7.48591411,180.05132813,26500.0347805733,26497.4669017367,1512.19741461,"4296 VT2P"
"30","2018-05-20T18:50:39.199Z",-97.6012882977105,44.0877243496944,26612.1278337033,2.5,7.6499561,179.91132813,26500.0347805733,26497.4669017367,1512.18757209,"4296 VT2P"
"31","2018-05-20T18:50:40.200Z",-97.6012875871984,44.0877034021308,26609.42992942,2.5,7.6499561,179.60132813,26500.0347805733,26497.4669017367,1512.23678469,"4296 VT2P"
"32","2018-05-20T18:50:41.199Z",-97.6012885299049,44.0876823181785,26617.5236422667,2.5,7.6827645,179.04132813,26500.0347805733,26497.4669017367,1512.4434776,"4296 VT2P"
"33","2018-05-20T18:50:42.200Z",-97.6012874946698,44.0876613666911,26558.1697480667,2.5,7.6499561,179.71132813,26500.0347805733,26497.4669017367,1512.33520988,"4296 VT2P"
"34","2018-05-20T18:50:43.199Z",-97.6012871042842,44.0876395787236,26417.8787254267,2.5,7.94523169,180.21132813,25999.97822198,25997.0056575,1512.476286,"4296 VT2P"
"35","2018-05-20T18:50:44.198Z",-97.6012865287179,44.0876181667753,26200.69743076,2.5,7.81399809,180.33132813,25999.97822198,25997.0056575,1512.62064295,"4296 VT2P"
"36","2018-05-20T18:50:45.199Z",-97.6012865931427,44.0875970621747,26287.0303677667,2.5,7.7155729,179.82132813,25999.97822198,25997.0056575,1512.72891067,"4296 VT2P"
"37","2018-05-20T18:50:46.199Z",-97.6012868241643,44.087575579734,26179.1141965067,2.5,7.84680649,179.40132813,25999.97822198,25997.0056575,1512.94872694,"4296 VT2P"
"38","2018-05-20T18:50:47.199Z",-97.6012871059596,44.0875538059409,26126.5050630167,2.5,7.94523169,179.65132813,25999.97822198,25997.0056575,1512.92248023,"4296 VT2P"
"39","2018-05-20T18:50:48.199Z",-97.6012859706723,44.0875323346924,26125.1561108767,2.5,7.84680649,180.34132813,25999.97822198,25997.0056575,1513.03074794,"4296 VT2P"
"40","2018-05-20T18:50:49.200Z",-97.601285891093,44.0875115279111,26030.7294610167,2.5,7.5843393,180.04132813,25999.97822198,25997.0056575,1513.18822826,"4296 VT2P"
"41","2018-05-20T18:50:50.199Z",-97.6012860184416,44.087489431306,25844.57406559,2.5,8.04365689,179.55132813,25666.6521479867,25663.81447872,1513.28665345,"4296 VT2P"
"42","2018-05-20T18:50:51.199Z",-97.6012858004899,44.0874678453391,26022.63574817,2.5,7.87961489,179.54132813,25666.6521479867,25663.81447872,1513.37523613,"4296 VT2P"
"43","2018-05-20T18:50:52.199Z",-97.6012861363458,44.0874463802383,26137.29668014,2.5,7.84680649,179.57132813,25666.6521479867,25663.81447872,1513.46053797,"4296 VT2P"
"44","2018-05-20T18:50:53.199Z",-97.6012852745801,44.0874248575245,26057.70850383,2.5,7.84680649,180.36132813,25666.6521479867,25663.81447872,1513.54912065,"4296 VT2P"
"45","2018-05-20T18:50:54.199Z",-97.6012846687686,44.0874034398585,26022.6357481733,2.5,7.81399809,180.32132813,25666.6521479867,25663.81447872,1513.56552484,"4296 VT2P"
"46","2018-05-20T18:50:55.199Z",-97.6012850991538,44.087381871095,25933.60490688,2.5,7.87961489,179.61132813,25666.6521479867,25663.81447872,1513.62129912,"4296 VT2P"
"47","2018-05-20T18:50:56.200Z",-97.6012851726976,44.087359989958,25955.18814113,2.5,7.97804009,179.29132813,25666.6521479867,25663.81447872,1513.60161408,"4296 VT2P"
"48","2018-05-20T18:50:57.199Z",-97.6012852789396,44.0873392770341,25936.3028111633,2.5,7.5515309,179.24132813,25666.6521479867,25663.81447872,1513.53599729,"4296 VT2P"
"49","2018-05-20T18:50:58.200Z",-97.6012846922422,44.0873165942753,25887.7405340933,2.5,8.27331568,179.80132813,25666.6521479867,25663.81447872,1513.56880568,"4296 VT2P"
"50","2018-05-20T18:50:59.199Z",-97.6012837843342,44.0872951332261,25898.5321512233,2.5,7.81399809,179.99132813,25666.6521479867,25663.81447872,1513.44413377,"4296 VT2P"
"51","2018-05-20T18:51:00.200Z",-97.6012838360587,44.0872733770199,25862.1104434167,2.5,7.94523169,179.63132813,25666.6521479867,25663.81447872,1513.35555109,"4296 VT2P"
"52","2018-05-20T18:51:01.200Z",-97.6012835547811,44.0872516085245,25767.6837935633,2.5,7.94523169,179.48132813,25666.6521479867,25663.81447872,1513.30633849,"4296 VT2P"
"53","2018-05-20T18:51:02.199Z",-97.6012838240709,44.0872296796863,25767.6837935633,2.5,8.01084849,179.42132813,25666.6521479867,25663.81447872,1513.1751049,"4296 VT2P"
"54","2018-05-20T18:51:03.200Z",-97.6012829422877,44.0872083481648,25662.46552658,2.5,7.7811897,180.00132813,25666.6521479867,25663.81447872,1513.1587007,"4296 VT2P"
"55","2018-05-20T18:51:04.199Z",-97.6012820291925,44.0871868390398,25669.21028728,2.5,7.84680649,180.02132813,25666.6521479867,25663.81447872,1512.95528862,"4296 VT2P"
"56","2018-05-20T18:51:05.199Z",-97.6012823620116,44.0871650299816,25744.7516071667,2.5,7.94523169,179.64132813,25666.6521479867,25663.81447872,1512.87654847,"4296 VT2P"
"57","2018-05-20T18:51:06.199Z",-97.6012823398677,44.0871429558617,25708.3298993667,2.5,8.04365689,179.67132813,25999.97822198,25997.0056575,1512.67641723,"4296 VT2P"
"58","2018-05-20T18:51:07.199Z",-97.6012815334317,44.0871213363479,25623.3459144967,2.5,7.87961489,179.97132813,25999.97822198,25997.0056575,1512.58127288,"4296 VT2P"
"59","2018-05-20T18:51:08.200Z",-97.6012809995749,44.0870998825251,25686.7466651133,2.5,7.81399809,179.94132813,25999.97822198,25997.0056575,1512.45003928,"4296 VT2P"
"60","2018-05-20T18:51:09.199Z",-97.6012808336707,44.08707806264,25822.9908313333,2.5,7.97804009,179.92132813,25999.97822198,25997.0056575,1512.28927813,"4296 VT2P"
